Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;NIMES PONT DU GARD;87703975;1;Tarif Elève - Etudiant - Apprenti;3.0;3.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Avantage;11.9;65.0
TGV INOUI;LE MANS;87396002;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Réglementé;105.6;125.9
TGV INOUI;RENNES;87471003;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;ORANGE;87765107;1;Tarif Normal;14.0;45.0
TGV INOUI;RENNES;87471003;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;36.0;221.0
TGV INOUI;LE MANS;87396002;NANCY;87141002;2;Tarif Normal;25.0;110.0
TGV INOUI;NANCY;87141002;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Avantage;17.5;87.0
TGV INOUI;NANTES;87481002;AURAY;87476200;2;Tarif Réglementé;30.5;30.5
TGV INOUI;ANGOULEME;87583005;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24.0;161.0
TGV INOUI;LE MANS;87396002;NIMES;87775007;2;Tarif Avantage;17.5;103.0
TGV INOUI;NANCY;87141002;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Réglementé;94.4;118.8
TGV INOUI;NANTES;87481002;LA ROCHE SUR YON;87486019;2;Tarif Réglementé;14.2;18.3
TGV INOUI;RENNES;87471003;ROSPORDEN;87474155;1;Tarif Avantage;15.0;53.0
TGV INOUI;NANTES;87481002;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;RENNES;87471003;1;Tarif Normal;36.0;221.0
TGV INOUI;ANNEMASSE;87745497;REDON;87471300;1;Tarif Réglementé;181.7;181.7
TGV INOUI;LE MANS;87396002;LAMBALLE;87473108;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;22.0;81.0
TGV INOUI;NANCY;87141002;NEUFCHATEAU;87141291;2;Tarif Avantage;4.2;10.8
TGV INOUI;ANNEMASSE;87745497;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;LE MANS;87396002;LES SABLES D'OLONNE;87486449;2;Tarif Avantage;14.0;32.0
TGV INOUI;ROUEN RIVE DROITE;87411017;VALENCE VILLE;87761007;1;Tarif Normal;31.0;175.0
TGV INOUI;ANGOULEME;87583005;TOULOUSE MATABIAU;87611004;1;Tarif Normal;26.0;104.0
TGV INOUI;MORCENX;87673103;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Avantage;21.5;120.0
TGV INOUI;ANGOULEME;87583005;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Normal;22.0;87.0
TGV INOUI;RUFFEC CHARENTE;87583849;CHATELLERAULT;87575142;1;Tarif Réglementé;28.4;28.4
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;73.1;73.1
TGV INOUI;NANTES;87481002;RENNES;87471003;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;RENNES;87471003;VALENCE VILLE;87761007;1;Tarif Normal;31.0;184.0
TGV INOUI;LE MANS;87396002;QUIMPER;87474098;2;Tarif Normal;20.0;72.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;VALENCE VILLE;87761007;1;Tarif Normal;22.0;80.0
TGV INOUI;LE MANS;87396002;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;RETHEL;87172270;CHARLEVILLE MEZIERES;87172007;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;NANTES;87481002;SALLANCHES-COMBLOUX-MEGEVE;87746438;2;Tarif Avantage;17.5;104.0
TGV INOUI;NANCY;87141002;SARREBOURG;87215012;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LE MANS;87396002;ROSPORDEN;87474155;2;Tarif Avantage;14.0;46.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;RUFFEC CHARENTE;87583849;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;29.0;86.0
TGV INOUI;NANCY;87141002;SETE;87773200;2;Tarif Avantage;17.5;86.0
TGV INOUI;LE MANS;87396002;SABLE SUR SARTHE;87396408;2;Tarif Avantage;3.5;9.8
TGV INOUI;LE MANS;87396002;LORRAINE TGV;87142109;2;Tarif Réglementé;93.9;111.7
TGV INOUI;MORLAIX;87474338;ANNECY;87746008;1;Tarif Réglementé;192.9;192.9
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26.0;173.0
TGV INOUI;MORLAIX;87474338;ARRAS;87342014;1;Tarif Réglementé;163.4;163.4
TGV INOUI;NANCY;87141002;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;25.0;152.0
TGV INOUI;ARLES;87753657;LE TEIL;87764472;1;Tarif Réglementé;35.5;35.5
TGV INOUI;LE MANS;87396002;LYON PART DIEU;87723197;2;Tarif Avantage;17.5;81.0
TGV INOUI;NARBONNE;87781104;SETE;87773200;2;Tarif Avantage;4.9;12.9
TGV INOUI;ANNECY;87746008;NANTES;87481002;1;Tarif Normal;31.0;184.0
TGV INOUI;NARBONNE;87781104;SETE;87773200;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Avantage;20.0;91.0
TGV INOUI;RUFFEC CHARENTE;87583849;TOULOUSE MATABIAU;87611004;1;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;RIVES;87747246;LYON PART DIEU;87723197;1;Tarif Avantage;7.7;38.0
TGV INOUI;SABLE SUR SARTHE;87396408;LA ROCHE SUR YON;87486019;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LE MANS;87396002;MARSEILLE BLANCARDE;87751081;2;Tarif Avantage;17.5;103.0
TGV INOUI;ARLES;87753657;ORANGE;87765107;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Avantage;11.9;65.0
TGV INOUI;SARREBOURG;87215012;SAVERNE;87212225;1;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LE MANS;87396002;MARSEILLE ST CHARLES;87751008;2;Tarif Avantage;17.5;103.0
TGV INOUI;NEUFCHATEAU;87141291;NICE VILLE;87756056;2;Tarif Avantage;17.5;91.0
TGV INOUI;NANTES;87481002;ALBERTVILLE;87741645;2;Tarif Normal;25.0;161.0
TGV INOUI;MOUCHARD;87718833;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;118.8;118.8
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;NARBONNE;87781104;1;Tarif Avantage;7.7;26.5
TGV INOUI;SAUMUR;87487603;AVIGNON TGV;87318964;1;Tarif Avantage;21.5;147.0
TGV INOUI;LE MANS;87396002;MASSY TGV;87393702;2;Tarif Normal;15.0;68.0
TGV INOUI;NEUFCHATEAU;87141291;SETE;87773200;2;Tarif Elève - Etudiant - Apprenti;13.0;13.0
TGV INOUI;ROSPORDEN;87474155;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LE MANS;87396002;VERSAILLES CHANTIERS;87393009;2;Tarif Réglementé;44.3;62.9
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;SETE;87773200;1;Tarif Avantage;5.6;9.1
TGV INOUI;MOUCHARD;87718833;PONTARLIER;87715003;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;LE MANS;87396002;NIMES PONT DU GARD;87703975;2;Tarif Avantage;17.5;103.0
TGV INOUI;NICE VILLE;87756056;ANTIBES;87757674;2;Tarif Réglementé;6.5;6.5
TGV INOUI;ANNEMASSE;87745497;EVIAN LES BAINS;87745679;1;Tarif Avantage;9.0;13.3
TGV INOUI;NICE VILLE;87756056;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Elève - Etudiant - Apprenti;17.0;17.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;VALENCE VILLE;87761007;1;Tarif Avantage;15.0;60.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MORCENX;87673103;BAYONNE;87673004;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LE POULIGUEN;87481762;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;25.0;108.0
TGV INOUI;LE MANS;87396002;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;15.0;68.0
TGV INOUI;NICE VILLE;87756056;MENTON;87756486;2;Tarif Normal;7.2;7.8
TGV INOUI;MORCENX;87673103;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;10.0;34.0
TGV INOUI;LE POULIGUEN;87481762;NANTES;87481002;2;Tarif Avantage;5.6;14.3
TGV INOUI;ANNEMASSE;87745497;THONON LES BAINS;87745646;1;Tarif Avantage;9.0;9.6
TGV INOUI;SAUMUR;87487603;NANTES;87481002;1;Tarif Avantage;9.8;36.0
TGV INOUI;RUFFEC CHARENTE;87583849;LIBOURNE;87584052;1;Tarif Normal;15.0;48.0
TGV INOUI;LE POULIGUEN;87481762;PARIS AUSTERLITZ;87547000;2;Tarif Avantage;17.5;75.0
TGV INOUI;MORLAIX;87474338;ALBERTVILLE;87741645;1;Tarif Réglementé;208.1;208.1
TGV INOUI;SAUMUR;87487603;NANTES;87481002;1;Tarif Normal;14.0;48.0
TGV INOUI;NANTES;87481002;ST BRIEUC;87473009;2;Tarif Normal;20.0;44.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ROUEN RIVE DROITE;87411017;1;Tarif Elève - Etudiant - Apprenti;22.0;22.0
TGV INOUI;LE MANS;87396002;SABLE SUR SARTHE;87396408;2;Tarif Normal;5.0;14.0
TGV INOUI;NICE VILLE;87756056;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Avantage;14.0;58.0
TGV INOUI;ANTIBES;87757674;ST RAPHAEL VALESCURE;87757526;1;Tarif Réglementé;19.8;19.8
TGV INOUI;NIMES;87775007;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;MORLAIX;87474338;ANNEMASSE;87745497;1;Tarif Réglementé;192.9;192.9
TGV INOUI;SAUMUR;87487603;TOURS;87571000;1;Tarif Avantage;5.6;16.5
TGV INOUI;NANTES;87481002;ST PIERRE DES CORPS;87571240;2;Tarif Normal;15.0;40.0
TGV INOUI;LE TEIL;87764472;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Réglementé;51.8;51.8
TGV INOUI;LE MANS;87396002;SAVERNE;87212225;2;Tarif Avantage;17.5;92.0
TGV INOUI;SAUMUR;87487603;TOURS;87571000;1;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;ARCACHON;87582668;LIBOURNE;87584052;1;Tarif Avantage;7.7;25.0
TGV INOUI;ARRAS;87342014;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;NANTES;87481002;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;25.0;156.0
TGV INOUI;LE TEIL;87764472;MARSEILLE BLANCARDE;87751081;2;Tarif Réglementé;36.5;36.5
TGV INOUI;MORLAIX;87474338;NANTES;87481002;1;Tarif Avantage;20.0;66.0
TGV INOUI;SELESTAT;87214056;THIONVILLE;87191007;1;Tarif Avantage;14.7;48.0
TGV INOUI;NEUFCHATEAU;87141291;BEAUNE;87713545;2;Tarif Réglementé;38.6;38.6
TGV INOUI;MULHOUSE VILLE;87182063;BOURG EN BRESSE;87743005;1;Tarif Avantage;15.0;64.0
TGV INOUI;MORLAIX;87474338;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Avantage;25.0;179.0
TGV INOUI;NIMES;87775007;MACON LOCHE TGV;87725705;2;Tarif Avantage;14.0;58.0
TGV INOUI;SABLE SUR SARTHE;87396408;ST NAZAIRE;87481705;1;Tarif Normal;22.0;63.0
TGV INOUI;NIMES;87775007;MARSEILLE BLANCARDE;87751081;2;Tarif Réglementé;25.9;30.5
TGV INOUI;LE MANS;87396002;VALENCE VILLE;87761007;2;Tarif Réglementé;91.4;114.7
TGV INOUI;LE TEIL;87764472;VALENCE VILLE;87761007;2;Tarif Elève - Etudiant - Apprenti;10.0;10.0
TGV INOUI;ARLES;87753657;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ARRAS;87342014;ST PIERRE DES CORPS;87571240;1;Tarif Normal;29.0;152.0
TGV INOUI;MOUCHARD;87718833;MARSEILLE BLANCARDE;87751081;1;Tarif Réglementé;115.7;115.7
TGV INOUI;NIMES;87775007;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Avantage;4.2;10.5
TGV INOUI;ARRAS;87342014;AGDE;87781278;1;Tarif Normal;36.0;221.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;AIME LA PLAGNE;87741769;2;Tarif Réglementé;21.3;21.3
TGV INOUI;MOUCHARD;87718833;PARIS GARE DE LYON;87686006;1;Tarif Normal;24.0;134.0
TGV INOUI;LAVAL;87478404;REDON;87471300;2;Tarif Avantage;9.8;23.5
TGV INOUI;MULHOUSE VILLE;87182063;ECOLE VALENTIN;87710731;1;Tarif Avantage;11.9;39.0
TGV INOUI;NICE VILLE;87756056;ANTIBES;87757674;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;LES AUBRAIS;87543017;1;Tarif Réglementé;87.3;87.3
TGV INOUI;NIMES;87775007;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Réglementé;13.4;13.4
TGV INOUI;ARRAS;87342014;ALBERTVILLE;87741645;1;Tarif Avantage;21.5;155.0
TGV INOUI;LAVAL;87478404;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;14.0;14.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;AURAY;87476200;1;Tarif Réglementé;181.7;181.7
TGV INOUI;SAUMUR;87487603;LYON PERRACHE;87722025;1;Tarif Avantage;21.5;131.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;25.0;163.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;LANDRY;87741777;2;Tarif Normal;8.0;21.0
TGV INOUI;ARRAS;87342014;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;36.0;215.0
TGV INOUI;CAEN;87444000;ALBERTVILLE;87741645;1;Tarif Avantage;21.5;154.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;LILLE EUROPE;87223263;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;SAUMUR;87487603;MARSEILLE BLANCARDE;87751081;1;Tarif Réglementé;188.8;188.8
TGV INOUI;ARRAS;87342014;TOULOUSE MATABIAU;87611004;1;Tarif Elève - Etudiant - Apprenti;28.0;28.0
TGV INOUI;AURAY;87476200;ST MICHEL VALLOIRE;87742361;1;Tarif Réglementé;195.9;195.9
TGV INOUI;SAUMUR;87487603;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;31.0;203.0
TGV INOUI;BELLEGARDE GARE;87745000;DOUAI;87345009;2;Tarif Elève - Etudiant - Apprenti;15.0;15.0
TGV INOUI;LES ARCS DRAGUIGNAN;87755447;SELESTAT;87214056;2;Tarif Normal;25.0;137.0
TGV INOUI;LE POULIGUEN;87481762;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;17.5;75.0
TGV INOUI;CAEN;87444000;EVREUX  NORMANDIE;87387001;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;AVIGNON CENTRE;87765008;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;31.0;177.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;BERNAY;87444299;1;Tarif Avantage;21.5;154.0
TGV INOUI;CAEN;87444000;MANTES LA JOLIE TGV;87514596;1;Tarif Elève - Etudiant - Apprenti;7.0;7.0
TGV INOUI;NIMES;87775007;PERPIGNAN;87784009;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ECOLE VALENTIN;87710731;1;Tarif Normal;38.0;101.0
TGV INOUI;BERNAY;87444299;LISIEUX;87444265;2;Tarif Normal;9.3;9.6
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;QUIMPER;87474098;1;Tarif Elève - Etudiant - Apprenti;29.0;29.0
TGV INOUI;SAUMUR;87487603;NANTES;87481002;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;CAEN;87444000;MASSY PALAISEAU;87393579;1;Tarif Avantage;11.9;53.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;REDON;87471300;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;NICE VILLE;87756056;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;9.8;17.0
TGV INOUI;AURAY;87476200;VITRE;87471508;1;Tarif Avantage;11.9;40.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;ST BRIEUC;87473009;1;Tarif Avantage;25.0;166.0
TGV INOUI;ARRAS;87342014;QUIMPER;87474098;1;Tarif Avantage;21.5;131.0
TGV INOUI;LE CROISIC;87481788;GRENOBLE;87747006;2;Tarif Avantage;17.5;91.0
TGV INOUI;MULHOUSE VILLE;87182063;NANCY;87141002;1;Tarif Avantage;9.8;40.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;REDON;87471300;1;Tarif Avantage;25.0;166.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;AURAY;87476200;2;Tarif Avantage;21.0;112.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;TGV HAUTE PICARDIE;87313882;1;Tarif Avantage;21.5;155.0
TGV INOUI;LE POULIGUEN;87481762;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Réglementé;77.0;92.4
TGV INOUI;AVIGNON CENTRE;87765008;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;ST BRIEUC;87473009;AIX LES BAINS - LE REVARD;87741132;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;LE POULIGUEN;87481762;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;40.0;101.0
TGV INOUI;LE CROISIC;87481788;LYON PERRACHE;87722025;2;Tarif Avantage;17.5;81.0
TGV INOUI;ST BRIEUC;87473009;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;36.0;213.0
TGV INOUI;ARRAS;87342014;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Réglementé;163.4;163.4
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;20.0;77.0
TGV INOUI;ST BRIEUC;87473009;TGV HAUTE PICARDIE;87313882;1;Tarif Avantage;21.5;130.0
TGV INOUI;NIMES;87775007;BELLEGARDE GARE;87745000;2;Tarif Avantage;14.0;47.0
TGV INOUI;LE CROISIC;87481788;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Réglementé;93.4;114.7
TGV INOUI;NIMES PONT DU GARD;87703975;CHALON SUR SAONE;87725002;2;Tarif Avantage;14.0;61.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;CLUSES  74;87746370;2;Tarif Avantage;7.7;16.5
TGV INOUI;AVIGNON CENTRE;87765008;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;41.0;140.0
TGV INOUI;LE TEIL;87764472;LYON PERRACHE;87722025;2;Tarif Avantage;10.5;25.0
TGV INOUI;CANNES;87757625;ANNECY;87746008;1;Tarif Avantage;21.5;140.0
TGV INOUI;NIMES PONT DU GARD;87703975;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Avantage;17.5;93.0
TGV INOUI;NIMES;87775007;LE TEIL;87764472;2;Tarif Réglementé;26.4;26.4
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;DOUAI;87345009;2;Tarif Normal;25.0;157.0
TGV INOUI;AVIGNON CENTRE;87765008;BEZIERS;87781005;1;Tarif Réglementé;54.8;54.8
TGV INOUI;MULHOUSE VILLE;87182063;ALBERTVILLE;87741645;1;Tarif Avantage;21.5;91.0
TGV INOUI;CANNES;87757625;ANTIBES;87757674;1;Tarif Réglementé;6.7;6.7
TGV INOUI;NIORT;87485300;CHATELLERAULT;87575142;2;Tarif Avantage;7.7;17.0
TGV INOUI;ARRAS;87342014;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Réglementé;170.5;170.5
TGV INOUI;AVIGNON CENTRE;87765008;CHALON SUR SAONE;87725002;1;Tarif Avantage;23.5;77.0
TGV INOUI;AVIGNON CENTRE;87765008;CANNES;87757625;1;Tarif Avantage;20.0;72.0
TGV INOUI;SELESTAT;87214056;NIMES PONT DU GARD;87703975;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;LE CROISIC;87481788;ST NAZAIRE;87481705;2;Tarif Elève - Etudiant - Apprenti;8.0;8.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;AIME LA PLAGNE;87741769;1;Tarif Réglementé;179.7;179.7
TGV INOUI;SELESTAT;87214056;NIMES PONT DU GARD;87703975;1;Tarif Normal;27.0;169.0
TGV INOUI;CANNES;87757625;ARRAS;87342014;1;Tarif Réglementé;198.9;198.9
TGV INOUI;NANCY;87141002;FUTUROSCOPE;87324095;1;Tarif Avantage;21.5;122.0
TGV INOUI;NIMES;87775007;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;15.0;70.0
TGV INOUI;LE CROISIC;87481788;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;47.7;47.7
TGV INOUI;ST GERVAIS LES BAINS LE FAYET;87746479;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Réglementé;5.5;5.5
TGV INOUI;ARRAS;87342014;ST OMER;87281444;1;Tarif Avantage;7.7;25.0
TGV INOUI;BESANCON VIOTTE;87718007;BESANCON - F COMTE TGV;87300863;2;Tarif Réglementé;5.1;5.1
TGV INOUI;ST JEAN DE LUZ CIBOURE;87677120;LIBOURNE;87584052;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;MULHOUSE VILLE;87182063;BOURG EN BRESSE;87743005;1;Tarif Elève - Etudiant - Apprenti;21.0;21.0
TGV INOUI;CANNES;87757625;CHALON SUR SAONE;87725002;1;Tarif Réglementé;165.4;165.4
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;ARRAS;87342014;1;Tarif Normal;31.0;201.0
TGV INOUI;SETE;87773200;NIMES PONT DU GARD;87703975;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AVIGNON CENTRE;87765008;DOUAI;87345009;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;NANCY;87141002;LILLE EUROPE;87223263;1;Tarif Réglementé;118.8;118.8
TGV INOUI;MULHOUSE VILLE;87182063;BOURG ST MAURICE;87741793;1;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Elève - Etudiant - Apprenti;6.0;6.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;DOUAI;87345009;1;Tarif Avantage;21.5;155.0
TGV INOUI;SETE;87773200;NIMES PONT DU GARD;87703975;1;Tarif Réglementé;27.4;27.4
TGV INOUI;AVIGNON CENTRE;87765008;LE TEIL;87764472;1;Tarif Réglementé;24.4;24.4
TGV INOUI;LILLE EUROPE;87223263;ANNEMASSE;87745497;2;Tarif Elève - Etudiant - Apprenti;16.0;16.0
TGV INOUI;MULHOUSE VILLE;87182063;CANNES;87757625;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;LE HAVRE;87413013;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Normal;25.0;141.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;24.0;143.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;ARRAS;87342014;1;Tarif Réglementé;182.7;182.7
TGV INOUI;AVIGNON CENTRE;87765008;LILLE EUROPE;87223263;1;Tarif Avantage;25.0;151.0
TGV INOUI;LILLE EUROPE;87223263;ANTIBES;87757674;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;NIMES;87775007;NEUFCHATEAU;87141291;2;Tarif Avantage;17.5;62.0
TGV INOUI;LE HAVRE;87413013;CONFLANS FIN D'OISE;87381459;2;Tarif Normal;20.0;41.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;LORIENT;87476002;1;Tarif Réglementé;195.9;195.9
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;MASSY PALAISEAU;87393579;1;Tarif Réglementé;149.2;149.2
TGV INOUI;LE HAVRE;87413013;CONFLANS FIN D'OISE TGV;87514604;2;Tarif Normal;20.0;41.0
TGV INOUI;NANCY;87141002;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;24.0;127.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;MORLAIX;87474338;1;Tarif Réglementé;208.1;208.1
TGV INOUI;BESANCON VIOTTE;87718007;LILLE FLANDRES;87286005;2;Tarif Réglementé;98.5;121.8
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;LYON PART DIEU;87723197;1;Tarif Avantage;11.9;49.0
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;SALLANCHES-COMBLOUX-MEGEVE;87746438;2;Tarif Avantage;7.7;16.5
TGV INOUI;AVIGNON CENTRE;87765008;LYON PERRACHE;87722025;1;Tarif Avantage;11.9;65.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;EVIAN LES BAINS;87745679;1;Tarif Réglementé;184.7;184.7
TGV INOUI;MULHOUSE VILLE;87182063;MACON VILLE;87725689;1;Tarif Avantage;16.5;74.0
TGV INOUI;BESANCON VIOTTE;87718007;LISIEUX;87444265;2;Tarif Elève - Etudiant - Apprenti;11.0;11.0
TGV INOUI;LILLE EUROPE;87223263;BETHUNE;87342006;2;Tarif Réglementé;13.8;13.8
TGV INOUI;AURAY;87476200;VITRE;87471508;1;Tarif Réglementé;48.7;48.7
